brand,car_model,date_of_sale,car_price
Chevrolet,Camaro,20/09/2022,93453
Toyota,Camry,04/02/2020,10808
Tesla,Model 3,25/10/2019,43071
Ford,Mustang,05/04/2010,16748
Ford,Mustang,20/01/2015,89739
Toyota,Camry,04/11/2019,92993
Toyota,Camry,14/09/2011,93945
Chevrolet,Camaro,07/08/2014,75162
Honda,Accord,23/12/2018,72344
Chevrolet,Camaro,15/01/2013,96761
Kia,Picanto,02/07/2020,11192
Kia,Picanto,27/03/2011,74894
Ford,Mustang,07/10/2019,93855
Tesla,Model 3,04/07/2022,35784
Honda,Accord,25/12/2021,96755
Tesla,Model 3,28/11/2015,67176
Toyota,Camry,15/07/2011,36653
Tesla,Model 3,05/10/2011,77291
Nissan,Sentra,11/10/2011,12296
Toyota,Camry,03/07/2016,62154
Ford,Mustang,28/02/2014,64816
Chevrolet,Camaro,18/03/2011,70785
Toyota,Camry,03/01/2016,89883
Kia,Picanto,08/09/2016,79327
Tesla,Model 3,11/02/2012,35171
Chevrolet,Camaro,02/06/2022,30814
Chevrolet,Camaro,11/05/2012,74733
Chevrolet,Camaro,24/07/2017,56592
Tesla,Model 3,22/06/2016,37262
Kia,Picanto,09/02/2016,87921
Chevrolet,Camaro,17/01/2022,76030
Ford,Mustang,19/11/2014,38910
Chevrolet,Camaro,01/03/2016,37107
Nissan,Sentra,27/11/2014,92843
Chevrolet,Camaro,04/05/2012,10437
Nissan,Sentra,12/02/2019,95146
Chevrolet,Camaro,12/10/2014,60792
Tesla,Model 3,08/08/2021,14374
Chevrolet,Camaro,21/10/2020,44135
Nissan,Sentra,16/07/2019,99468
Kia,Picanto,25/07/2020,33798
Chevrolet,Camaro,16/08/2012,70930
Ford,Mustang,17/03/2022,69882
Toyota,Camry,13/12/2010,42141
Chevrolet,Camaro,26/10/2012,70053
Tesla,Model 3,11/02/2014,35194
Nissan,Sentra,17/07/2018,54943
Honda,Accord,07/01/2014,54949
Nissan,Sentra,03/06/2013,65143
Kia,Picanto,21/03/2012,10913
Toyota,Camry,24/10/2014,31828
Tesla,Model 3,16/05/2020,41356
Nissan,Sentra,15/09/2020,35674
Ford,Mustang,12/05/2019,56851
Kia,Picanto,24/10/2010,57114
Ford,Mustang,04/03/2022,82881
Honda,Accord,08/11/2012,84926
Tesla,Model 3,09/08/2020,73364
Toyota,Camry,02/06/2014,64000
Honda,Accord,26/06/2019,43809
Honda,Accord,10/04/2014,84361
Ford,Mustang,22/11/2010,39185
Ford,Mustang,28/02/2014,82851
Honda,Accord,01/10/2019,21843
Kia,Picanto,22/07/2010,32595
Honda,Accord,11/07/2017,67327
Honda,Accord,06/06/2020,78578
Nissan,Sentra,24/05/2020,67889
Honda,Accord,02/03/2020,30613
Tesla,Model 3,24/10/2021,13943
Toyota,Camry,26/06/2019,70020
Honda,Accord,03/07/2015,14855
Nissan,Sentra,07/04/2016,89769
Nissan,Sentra,05/04/2013,38007
Honda,Accord,18/06/2021,68067
Honda,Accord,27/07/2015,65703
Tesla,Model 3,07/12/2021,56394
Toyota,Camry,28/07/2016,78641
Honda,Accord,07/02/2018,23085
Chevrolet,Camaro,20/11/2010,75120
Honda,Accord,06/03/2016,98951
Tesla,Model 3,24/09/2019,82901
Kia,Picanto,22/08/2020,55488
Ford,Mustang,16/02/2018,89612
Tesla,Model 3,17/09/2017,98863
Ford,Mustang,16/05/2013,89778
Ford,Mustang,19/09/2012,34240
Nissan,Sentra,23/02/2020,47672
Ford,Mustang,27/06/2011,94252
Chevrolet,Camaro,11/02/2019,13206
Kia,Picanto,23/01/2021,79611
Toyota,Camry,21/08/2010,42860
Nissan,Sentra,28/12/2019,58702
Toyota,Camry,12/12/2012,84596
Honda,Accord,17/09/2013,95776
Ford,Mustang,17/02/2021,24226
Tesla,Model 3,28/02/2010,72962
Ford,Mustang,23/04/2013,90776
Ford,Mustang,27/07/2011,47066
Kia,Picanto,26/02/2018,98660
Nissan,Sentra,28/06/2018,77968
Tesla,Model 3,25/04/2022,77736
Tesla,Model 3,12/11/2013,45961
Chevrolet,Camaro,24/01/2015,33248
Honda,Accord,07/06/2021,10111
Honda,Accord,03/08/2015,85424
Honda,Accord,12/03/2020,27740
Tesla,Model 3,11/06/2017,19705
Tesla,Model 3,06/07/2010,72325
Honda,Accord,19/06/2019,83078
Kia,Picanto,17/04/2018,31719
Kia,Picanto,19/12/2019,82018
Kia,Picanto,05/04/2013,20895
Toyota,Camry,22/12/2015,69604
Tesla,Model 3,24/06/2022,38258
Toyota,Camry,06/08/2014,29423
Chevrolet,Camaro,23/05/2011,71079
Kia,Picanto,20/05/2016,41840
Tesla,Model 3,19/12/2014,22608
Toyota,Camry,07/02/2016,12137
Nissan,Sentra,22/10/2011,91971
Kia,Picanto,23/03/2018,51853
Nissan,Sentra,17/09/2013,79604
Chevrolet,Camaro,11/09/2013,53753
Ford,Mustang,02/11/2014,39386
Honda,Accord,06/08/2015,72961
Ford,Mustang,13/02/2022,93444
Nissan,Sentra,21/01/2017,69395
Tesla,Model 3,02/06/2019,86785
Toyota,Camry,19/12/2020,33316
Tesla,Model 3,07/03/2015,48004
Nissan,Sentra,06/02/2021,75640
Tesla,Model 3,03/11/2014,32225
Chevrolet,Camaro,12/11/2019,85596
Toyota,Camry,22/04/2022,51657
Ford,Mustang,24/12/2014,62369
Ford,Mustang,25/06/2014,44128
Tesla,Model 3,09/03/2016,18647
Ford,Mustang,16/02/2012,89604
Kia,Picanto,03/04/2019,89071
Honda,Accord,26/06/2020,33357
Ford,Mustang,09/10/2019,62104
Chevrolet,Camaro,21/05/2016,48860
Honda,Accord,22/01/2020,26692
Honda,Accord,24/04/2016,36908
Nissan,Sentra,19/02/2014,13123
Tesla,Model 3,24/12/2017,12778
Toyota,Camry,09/01/2022,90406
Chevrolet,Camaro,23/12/2019,63011
Chevrolet,Camaro,23/11/2011,53066
Honda,Accord,25/11/2013,85411
Toyota,Camry,20/07/2010,65983
Tesla,Model 3,28/08/2021,39071
Nissan,Sentra,22/10/2019,63951
Nissan,Sentra,26/08/2014,14554
Honda,Accord,01/07/2016,31151
Chevrolet,Camaro,18/03/2021,56478
Chevrolet,Camaro,27/12/2017,29839
Honda,Accord,15/10/2013,84288
Tesla,Model 3,21/08/2020,27370
Kia,Picanto,19/03/2011,50513
Chevrolet,Camaro,18/06/2012,92830
Kia,Picanto,26/01/2022,61017
Toyota,Camry,11/05/2015,67775
Toyota,Camry,08/07/2022,75115
Honda,Accord,04/07/2011,23253
Toyota,Camry,09/11/2013,73197
Kia,Picanto,07/04/2010,64364
Chevrolet,Camaro,19/09/2017,76879
Kia,Picanto,19/12/2021,24533
Ford,Mustang,05/09/2018,57705
Ford,Mustang,17/08/2015,30308
Tesla,Model 3,14/01/2019,56741
Chevrolet,Camaro,23/07/2013,65789
Kia,Picanto,19/11/2016,26427
Honda,Accord,06/10/2018,22111
Tesla,Model 3,17/05/2016,59807
Chevrolet,Camaro,10/03/2017,50641
Toyota,Camry,11/08/2011,81255
Honda,Accord,13/05/2015,45835
Nissan,Sentra,06/02/2017,79718
Honda,Accord,14/09/2017,49372
Kia,Picanto,21/04/2014,42582
Kia,Picanto,09/10/2016,50884
Toyota,Camry,05/01/2018,25451
Nissan,Sentra,05/08/2017,90849
Nissan,Sentra,27/09/2015,86628
Ford,Mustang,21/01/2022,20629
Ford,Mustang,13/05/2011,54914
Chevrolet,Camaro,14/05/2015,84545
Honda,Accord,02/09/2017,35788
Honda,Accord,20/09/2015,48837
Nissan,Sentra,26/09/2022,86538
Honda,Accord,24/04/2019,38060
Nissan,Sentra,12/03/2012,53255
Toyota,Camry,04/04/2017,38358
Toyota,Camry,16/08/2019,63023
Kia,Picanto,23/07/2017,43235
Chevrolet,Camaro,02/06/2011,32932
Toyota,Camry,17/11/2017,83044
Tesla,Model 3,01/02/2015,33348
Nissan,Sentra,25/06/2022,83090
Chevrolet,Camaro,21/02/2012,19967
Honda,Accord,18/01/2015,19643
Nissan,Sentra,24/05/2015,14403
Honda,Accord,05/11/2022,23663
Nissan,Sentra,10/08/2021,29352
Tesla,Model 3,18/01/2021,86107
Chevrolet,Camaro,10/03/2011,22925
Chevrolet,Camaro,17/12/2018,70985
Nissan,Sentra,02/03/2015,65700
Nissan,Sentra,03/07/2012,92224
Chevrolet,Camaro,19/03/2020,57178
Kia,Picanto,28/05/2017,90765
Nissan,Sentra,08/03/2015,18869
Toyota,Camry,07/02/2014,67277
Toyota,Camry,22/10/2021,84417
Ford,Mustang,22/07/2015,20332
Kia,Picanto,02/02/2015,88422
Chevrolet,Camaro,28/07/2020,79629
Nissan,Sentra,10/10/2017,47337
Tesla,Model 3,06/11/2018,22657
Honda,Accord,09/12/2013,83574
Kia,Picanto,28/10/2020,17111
Ford,Mustang,23/08/2012,89734
Honda,Accord,01/12/2013,79633
Honda,Accord,22/10/2021,39825
Toyota,Camry,13/12/2017,79914
Chevrolet,Camaro,26/05/2016,22586
Nissan,Sentra,21/04/2017,15810
Chevrolet,Camaro,20/09/2022,31659
Kia,Picanto,01/01/2018,85601
Kia,Picanto,25/05/2018,52594
Honda,Accord,24/09/2018,42929
Tesla,Model 3,10/12/2010,25304
Nissan,Sentra,04/12/2013,92193
Nissan,Sentra,11/11/2015,73341
Chevrolet,Camaro,24/06/2018,82409
Ford,Mustang,16/08/2021,94777
Nissan,Sentra,06/01/2016,60806
Chevrolet,Camaro,06/09/2010,18698
Chevrolet,Camaro,21/09/2013,64206
Chevrolet,Camaro,12/08/2017,12462
Chevrolet,Camaro,06/12/2010,34298
Chevrolet,Camaro,26/01/2020,73872
Ford,Mustang,09/10/2017,57070
Kia,Picanto,18/03/2016,39948
Kia,Picanto,18/02/2020,85432
Chevrolet,Camaro,11/03/2019,96989
Nissan,Sentra,08/03/2022,76852
Tesla,Model 3,27/12/2010,34415
Kia,Picanto,11/02/2014,96810
Nissan,Sentra,22/03/2010,95334
Nissan,Sentra,01/12/2012,76445
Nissan,Sentra,20/03/2010,42141
Tesla,Model 3,28/10/2012,33077
Tesla,Model 3,13/01/2012,45213
Honda,Accord,27/10/2022,95091
Toyota,Camry,01/09/2012,36055
Honda,Accord,22/01/2016,25613
Kia,Picanto,08/11/2019,98314
Ford,Mustang,14/10/2012,16723
Ford,Mustang,16/01/2013,64364
Toyota,Camry,25/07/2014,26697
Chevrolet,Camaro,26/03/2020,79191
Honda,Accord,08/07/2020,27105
Tesla,Model 3,14/06/2010,93571
Tesla,Model 3,19/01/2014,69649
Tesla,Model 3,25/06/2018,51542
Honda,Accord,04/07/2021,35836
Chevrolet,Camaro,02/06/2019,99642
Chevrolet,Camaro,06/08/2019,62339
Nissan,Sentra,07/08/2010,43066
Ford,Mustang,09/10/2017,30059
Ford,Mustang,01/07/2019,34111
Toyota,Camry,04/06/2020,82594
Honda,Accord,12/04/2018,46074
Ford,Mustang,15/04/2017,95318
Kia,Picanto,06/06/2014,24967
Nissan,Sentra,20/04/2019,48975
Nissan,Sentra,21/03/2015,49301
Honda,Accord,04/07/2021,58409
Chevrolet,Camaro,23/02/2013,62824
Chevrolet,Camaro,03/05/2013,14851
Honda,Accord,08/08/2012,62863
Toyota,Camry,27/09/2019,29990
Toyota,Camry,22/11/2014,69384
Chevrolet,Camaro,28/03/2022,16930
Kia,Picanto,17/07/2012,63000
Chevrolet,Camaro,09/10/2019,19122
Tesla,Model 3,05/10/2011,14512
Toyota,Camry,24/06/2018,19502
Nissan,Sentra,04/02/2010,55638
Ford,Mustang,05/12/2012,14936
Honda,Accord,18/03/2011,37633
Nissan,Sentra,28/09/2022,46822
Nissan,Sentra,04/08/2016,64628
Nissan,Sentra,19/01/2011,71073
Chevrolet,Camaro,21/03/2018,75424
Chevrolet,Camaro,07/03/2014,45506
Nissan,Sentra,25/01/2010,31719
Honda,Accord,09/05/2015,87838
Honda,Accord,27/03/2012,64419
Nissan,Sentra,13/06/2019,35590
Honda,Accord,27/03/2014,56773
Toyota,Camry,04/03/2012,21372
Ford,Mustang,21/02/2017,26803
Kia,Picanto,12/06/2019,14022
Toyota,Camry,28/10/2017,38986
Toyota,Camry,06/08/2021,40512
Kia,Picanto,07/03/2014,75894
Nissan,Sentra,14/10/2013,27261
Honda,Accord,01/01/2019,89075
Toyota,Camry,21/06/2021,89336
Kia,Picanto,08/05/2015,14386
Tesla,Model 3,15/03/2022,70132
Kia,Picanto,02/04/2012,21625
Chevrolet,Camaro,18/08/2020,59568
Kia,Picanto,16/10/2017,45743
Toyota,Camry,21/07/2017,21801
Kia,Picanto,11/04/2014,26285
Chevrolet,Camaro,15/03/2012,24882
Toyota,Camry,09/02/2020,15834
Honda,Accord,28/05/2011,37986
Honda,Accord,16/09/2021,11468
Ford,Mustang,12/07/2010,15837
Toyota,Camry,21/08/2017,73683
Kia,Picanto,08/10/2013,67962
Ford,Mustang,12/04/2016,66627
Tesla,Model 3,25/05/2014,60419
Honda,Accord,07/12/2022,16797
Nissan,Sentra,14/09/2018,45656
Toyota,Camry,04/10/2016,67914
Nissan,Sentra,12/10/2021,45678
Nissan,Sentra,17/07/2018,58892
Ford,Mustang,17/11/2022,14788
Honda,Accord,19/08/2018,83567
Chevrolet,Camaro,24/04/2021,23900
Honda,Accord,02/06/2018,32840
Chevrolet,Camaro,21/06/2012,88785
Honda,Accord,13/05/2016,48933
Chevrolet,Camaro,05/05/2018,27465
Tesla,Model 3,14/12/2016,29331
Kia,Picanto,27/02/2011,58213
Toyota,Camry,15/09/2015,77880
Ford,Mustang,16/01/2022,14224
Ford,Mustang,22/05/2017,36265
Honda,Accord,18/02/2020,20488
Toyota,Camry,15/06/2019,44740
Kia,Picanto,13/06/2018,40309
Kia,Picanto,23/12/2020,51121
Kia,Picanto,20/06/2010,47568
Kia,Picanto,24/11/2019,53498
Chevrolet,Camaro,07/03/2019,93119
Toyota,Camry,25/01/2016,29879
Nissan,Sentra,23/06/2011,55214
Chevrolet,Camaro,05/02/2010,53506
Chevrolet,Camaro,12/11/2016,24007
Honda,Accord,22/05/2018,60810
Tesla,Model 3,19/04/2021,82789
Ford,Mustang,03/08/2022,46481
Honda,Accord,04/11/2013,51791
Kia,Picanto,05/08/2013,22222
Chevrolet,Camaro,12/01/2018,75329
Nissan,Sentra,11/07/2010,29940
Nissan,Sentra,18/03/2015,80833
Ford,Mustang,08/02/2015,29527
Ford,Mustang,24/04/2020,94331
Tesla,Model 3,01/11/2022,35198
Kia,Picanto,07/12/2015,69684
Kia,Picanto,18/03/2012,69935
Kia,Picanto,08/09/2016,61843
Kia,Picanto,21/05/2021,63083
Kia,Picanto,09/12/2012,50766
Nissan,Sentra,20/02/2013,68689
Ford,Mustang,19/06/2016,86278
Toyota,Camry,23/04/2011,24971
Toyota,Camry,17/11/2019,65119
Ford,Mustang,16/11/2020,58432
Tesla,Model 3,27/12/2022,14151
Chevrolet,Camaro,25/10/2016,95832
Ford,Mustang,28/05/2011,66547
Honda,Accord,14/06/2012,89091
Tesla,Model 3,28/01/2010,82606
Toyota,Camry,04/07/2017,63796
Chevrolet,Camaro,24/10/2012,28123
Honda,Accord,27/10/2010,89224
Kia,Picanto,13/06/2015,81792
Toyota,Camry,11/03/2022,27283
Chevrolet,Camaro,11/08/2019,61783
Chevrolet,Camaro,22/03/2014,40556
Ford,Mustang,15/02/2010,16134
Kia,Picanto,26/06/2010,22808
Nissan,Sentra,26/05/2016,45278
Honda,Accord,09/12/2012,54141
Tesla,Model 3,14/09/2010,80478
Kia,Picanto,26/11/2014,23556
Honda,Accord,23/04/2013,40142
Nissan,Sentra,06/03/2022,19587
Toyota,Camry,09/01/2015,42116
Ford,Mustang,12/01/2016,11970
Toyota,Camry,26/10/2015,15532
Nissan,Sentra,08/07/2021,95062
Honda,Accord,09/10/2021,55235
Kia,Picanto,14/01/2010,14493
Kia,Picanto,05/05/2017,32453
Toyota,Camry,20/02/2011,68213
Ford,Mustang,27/12/2020,99551
Honda,Accord,14/09/2011,60451
Honda,Accord,17/06/2014,93628
Honda,Accord,13/06/2016,41425
Kia,Picanto,05/12/2012,67951
Honda,Accord,27/06/2022,79744
Chevrolet,Camaro,09/11/2010,56084
Toyota,Camry,15/01/2011,68028
Kia,Picanto,25/11/2018,43559
Ford,Mustang,16/05/2010,55692
Tesla,Model 3,09/03/2015,97759
Toyota,Camry,24/09/2022,99394
Honda,Accord,18/03/2013,59130
Ford,Mustang,18/11/2016,40861
Chevrolet,Camaro,25/09/2015,20113
Toyota,Camry,17/08/2019,93051
Kia,Picanto,13/05/2021,11792
Toyota,Camry,14/04/2010,50916
Toyota,Camry,09/01/2013,18214
Tesla,Model 3,21/01/2010,96501
Honda,Accord,17/01/2022,81412
Toyota,Camry,17/10/2022,20510
Kia,Picanto,22/02/2019,99298
Toyota,Camry,28/09/2013,63846
Nissan,Sentra,25/01/2022,67843
Toyota,Camry,12/03/2018,25435
Toyota,Camry,01/03/2014,55806
Honda,Accord,06/08/2011,72857
Toyota,Camry,26/09/2019,68245
Chevrolet,Camaro,19/10/2016,20660
Ford,Mustang,16/04/2011,29234
Chevrolet,Camaro,05/06/2013,10748
Nissan,Sentra,05/02/2016,40273
Honda,Accord,05/07/2010,69233
Ford,Mustang,26/06/2014,58609
Kia,Picanto,13/06/2010,14255
Nissan,Sentra,13/12/2022,29991
Honda,Accord,10/05/2022,33533
Honda,Accord,04/01/2011,29662
Kia,Picanto,10/10/2018,50804
Nissan,Sentra,07/04/2018,72657
Honda,Accord,05/08/2022,11995
Honda,Accord,13/04/2018,16701
Chevrolet,Camaro,26/05/2011,86185
Ford,Mustang,15/02/2012,24822
Nissan,Sentra,10/12/2016,98499
Ford,Mustang,21/01/2021,83434
Honda,Accord,19/10/2013,25959
Toyota,Camry,04/09/2010,69326
Nissan,Sentra,13/11/2017,65899
Tesla,Model 3,02/12/2013,62582
Toyota,Camry,27/06/2015,32458
Ford,Mustang,28/11/2020,37125
Chevrolet,Camaro,21/01/2014,69288
Kia,Picanto,11/02/2017,55767
Toyota,Camry,03/01/2011,63817
Kia,Picanto,26/08/2014,19393
Honda,Accord,08/02/2022,22597
Kia,Picanto,25/09/2010,13136
Honda,Accord,11/09/2019,31017
Tesla,Model 3,20/01/2011,33504
Nissan,Sentra,17/02/2020,29919
Toyota,Camry,21/08/2017,98095
Nissan,Sentra,12/08/2011,59570
Nissan,Sentra,17/12/2018,72689
Kia,Picanto,04/02/2018,81918
Honda,Accord,13/03/2015,77561
Chevrolet,Camaro,13/06/2017,20345
Nissan,Sentra,28/12/2018,78227
Kia,Picanto,23/01/2011,85766
Kia,Picanto,21/05/2014,80447
Chevrolet,Camaro,24/08/2016,80810
Chevrolet,Camaro,07/09/2010,68355
Tesla,Model 3,04/02/2010,44129
Kia,Picanto,13/06/2013,10369
Nissan,Sentra,18/01/2014,80129
Nissan,Sentra,03/09/2014,61990
Nissan,Sentra,20/10/2014,88186
Tesla,Model 3,06/05/2020,48466
Tesla,Model 3,21/05/2019,86924
Ford,Mustang,13/03/2018,13634
Toyota,Camry,08/11/2013,43667
Honda,Accord,07/10/2017,47365
Ford,Mustang,28/06/2011,79113
Honda,Accord,27/03/2016,63629
Chevrolet,Camaro,11/02/2013,73093
Honda,Accord,25/04/2021,11386
Honda,Accord,11/12/2020,99951
Kia,Picanto,21/06/2010,49815
Honda,Accord,17/05/2012,73241
Honda,Accord,20/07/2018,14000
Tesla,Model 3,28/11/2015,50214
Ford,Mustang,21/05/2015,20503
Toyota,Camry,07/10/2021,56215
Toyota,Camry,15/12/2014,48268
Ford,Mustang,21/01/2022,79432
Chevrolet,Camaro,26/08/2020,53583
Toyota,Camry,12/08/2014,34648
Ford,Mustang,22/04/2013,33995
Tesla,Model 3,20/06/2015,47872
Ford,Mustang,17/03/2020,31174
Chevrolet,Camaro,03/06/2012,79821
Honda,Accord,11/08/2015,97606
Tesla,Model 3,03/05/2016,28255
Kia,Picanto,07/07/2017,32846
Nissan,Sentra,01/09/2014,66150
Nissan,Sentra,17/07/2014,81266
Ford,Mustang,25/08/2016,46211
Kia,Picanto,07/08/2018,99752
Kia,Picanto,27/12/2021,65216
Kia,Picanto,21/05/2020,72527
Ford,Mustang,17/12/2016,31516
Chevrolet,Camaro,20/08/2014,33258
Tesla,Model 3,15/05/2021,63427
Kia,Picanto,05/04/2014,89103
Toyota,Camry,10/03/2017,82803
Toyota,Camry,26/06/2010,14234
Honda,Accord,25/10/2017,97494
Kia,Picanto,28/11/2010,81871
Kia,Picanto,17/06/2016,87193
Chevrolet,Camaro,20/10/2022,87415
Honda,Accord,17/07/2014,11068
Toyota,Camry,25/12/2010,12602
Nissan,Sentra,19/10/2021,16499
Nissan,Sentra,06/07/2010,57860
Ford,Mustang,08/09/2013,45313
Nissan,Sentra,14/08/2017,31746
Toyota,Camry,17/01/2022,43676
Nissan,Sentra,11/11/2010,51794
Tesla,Model 3,01/10/2016,76657
Toyota,Camry,11/01/2011,70988
Toyota,Camry,25/02/2016,62697
Chevrolet,Camaro,28/07/2016,66792
Nissan,Sentra,12/04/2021,64034
Honda,Accord,10/03/2012,60897
Honda,Accord,10/02/2021,53377
Nissan,Sentra,14/07/2016,84174
Kia,Picanto,02/01/2013,33039
Chevrolet,Camaro,14/03/2021,78919
Kia,Picanto,10/01/2016,60523
Tesla,Model 3,12/09/2020,36597
Toyota,Camry,15/01/2020,44082
Kia,Picanto,22/01/2016,38228
Kia,Picanto,26/02/2016,74608
Honda,Accord,12/06/2018,12273
Chevrolet,Camaro,20/03/2011,24472
Nissan,Sentra,25/11/2017,93542
Ford,Mustang,07/03/2015,55645
Kia,Picanto,23/05/2013,43287
Nissan,Sentra,16/03/2016,77225
Honda,Accord,28/06/2013,99497
Kia,Picanto,08/10/2021,25485
Ford,Mustang,16/03/2011,30048
Ford,Mustang,19/01/2010,92753
Ford,Mustang,05/08/2010,59000
Honda,Accord,20/05/2022,72532
Nissan,Sentra,03/12/2020,94414
Kia,Picanto,22/03/2010,73649
Kia,Picanto,14/03/2012,43743
Kia,Picanto,01/04/2018,49652
Nissan,Sentra,02/02/2012,95453
Chevrolet,Camaro,13/04/2021,31326
Kia,Picanto,22/06/2015,38502
Chevrolet,Camaro,06/12/2017,32702
Chevrolet,Camaro,06/07/2020,99448
Honda,Accord,17/06/2020,77689
Kia,Picanto,20/01/2012,20935
Ford,Mustang,05/11/2016,16703
Toyota,Camry,04/11/2012,91206
Kia,Picanto,13/05/2010,78497
Toyota,Camry,23/04/2017,44003
Chevrolet,Camaro,04/03/2022,82442
Toyota,Camry,11/01/2016,89036
Chevrolet,Camaro,24/04/2021,77452
Honda,Accord,06/07/2010,86491
Tesla,Model 3,24/10/2011,47860
Ford,Mustang,10/02/2014,15344
Honda,Accord,01/11/2012,11734
Honda,Accord,04/02/2010,91419
Honda,Accord,20/03/2021,69505
Ford,Mustang,21/11/2010,97958
Toyota,Camry,26/03/2022,64483
Ford,Mustang,21/09/2011,77375
Kia,Picanto,16/02/2012,27781
Honda,Accord,09/07/2012,17096
Kia,Picanto,16/01/2018,84646
Tesla,Model 3,20/03/2021,36114
Toyota,Camry,08/01/2011,15272
Toyota,Camry,24/02/2019,45333
Tesla,Model 3,10/10/2011,51027
Honda,Accord,27/03/2022,31833
Ford,Mustang,28/02/2011,33239
Honda,Accord,09/08/2013,14850
Ford,Mustang,20/07/2010,18015
Ford,Mustang,24/08/2010,33142
Ford,Mustang,21/10/2010,77937
Tesla,Model 3,12/12/2016,14089
Kia,Picanto,10/04/2019,36790
Kia,Picanto,19/09/2018,52482
Chevrolet,Camaro,07/03/2019,83508
Honda,Accord,02/11/2014,94464
Kia,Picanto,01/06/2019,71518
Toyota,Camry,01/02/2017,55949
Ford,Mustang,13/11/2017,65485
Ford,Mustang,25/10/2015,52772
Kia,Picanto,27/08/2012,94814
Honda,Accord,11/04/2017,50956
Chevrolet,Camaro,10/06/2020,74547
Honda,Accord,04/05/2018,77816
Chevrolet,Camaro,03/05/2017,16532
Nissan,Sentra,15/12/2010,84243
Tesla,Model 3,09/11/2015,37054
Ford,Mustang,19/11/2022,31833
Honda,Accord,07/05/2010,94075
Kia,Picanto,03/03/2012,97202
Kia,Picanto,10/04/2010,85677
Chevrolet,Camaro,25/11/2013,36435
Ford,Mustang,28/10/2015,18935
Ford,Mustang,07/02/2022,60602
Toyota,Camry,20/03/2019,93133
Honda,Accord,11/10/2011,42982
Honda,Accord,13/03/2017,76123
Kia,Picanto,13/11/2011,30327
Honda,Accord,27/06/2014,32324
Kia,Picanto,16/04/2010,57003
Honda,Accord,12/03/2014,42232
Ford,Mustang,08/01/2021,33539
Nissan,Sentra,03/01/2015,62141
Toyota,Camry,23/01/2010,51163
Honda,Accord,18/05/2012,67773
Chevrolet,Camaro,03/06/2016,34065
Toyota,Camry,12/03/2016,28549
Chevrolet,Camaro,03/10/2014,14575
Toyota,Camry,04/06/2017,97592
Nissan,Sentra,12/01/2016,90180
Toyota,Camry,16/03/2018,92986
Honda,Accord,12/09/2022,82382
Kia,Picanto,17/02/2010,17141
Nissan,Sentra,01/04/2014,50676
Tesla,Model 3,14/01/2016,35600
Ford,Mustang,10/06/2021,64858
Ford,Mustang,09/08/2022,54720
Honda,Accord,22/05/2012,91991
Ford,Mustang,17/10/2018,63804
Honda,Accord,10/10/2013,47936
Honda,Accord,16/08/2014,69666
Toyota,Camry,08/03/2017,84241
Chevrolet,Camaro,24/06/2011,94584
Kia,Picanto,15/06/2014,48074
Ford,Mustang,16/10/2020,62021
Honda,Accord,04/01/2017,73866
Chevrolet,Camaro,20/12/2018,59944
Chevrolet,Camaro,25/06/2016,90009
Chevrolet,Camaro,21/01/2019,55455
Honda,Accord,01/08/2011,16107
Tesla,Model 3,03/09/2013,38395
Chevrolet,Camaro,19/09/2015,78409
Toyota,Camry,04/09/2011,26369
Chevrolet,Camaro,26/07/2020,76423
Nissan,Sentra,13/03/2017,73575
Ford,Mustang,03/06/2012,27927
Nissan,Sentra,11/07/2014,38704
Honda,Accord,15/03/2017,87410
Chevrolet,Camaro,02/06/2017,24352
Nissan,Sentra,28/12/2020,60429
Honda,Accord,11/03/2016,50914
Honda,Accord,13/02/2022,64141
Ford,Mustang,10/09/2018,51909
Chevrolet,Camaro,17/11/2016,94128
Nissan,Sentra,23/04/2012,44903
Honda,Accord,03/07/2015,65476
Honda,Accord,05/06/2011,36881
Kia,Picanto,21/04/2018,14496
Ford,Mustang,21/10/2022,15412
Honda,Accord,28/12/2013,52737
Honda,Accord,07/06/2018,37114
Chevrolet,Camaro,18/07/2016,50766
Chevrolet,Camaro,05/05/2021,85061
Ford,Mustang,19/05/2012,64669
Kia,Picanto,03/11/2020,60161
Honda,Accord,07/08/2014,17710
Ford,Mustang,12/07/2013,57311
Honda,Accord,13/04/2019,86782
Tesla,Model 3,22/09/2014,78597
Toyota,Camry,27/01/2012,79264
Toyota,Camry,27/06/2010,16890
Kia,Picanto,03/02/2012,86731
Nissan,Sentra,27/12/2020,11178
Ford,Mustang,16/09/2015,66551
Toyota,Camry,22/06/2017,65944
Chevrolet,Camaro,26/02/2022,16651
Toyota,Camry,17/04/2020,67617
Ford,Mustang,27/04/2010,88973
Tesla,Model 3,20/06/2022,21426
Honda,Accord,09/03/2018,58133
Ford,Mustang,04/09/2022,68796
Honda,Accord,28/06/2022,48683
Toyota,Camry,08/11/2020,30394
Nissan,Sentra,23/12/2010,40759
Chevrolet,Camaro,10/01/2021,47394
Chevrolet,Camaro,24/02/2011,70000
Honda,Accord,24/12/2010,85967
Kia,Picanto,12/03/2013,49900
Honda,Accord,14/07/2010,52905
Chevrolet,Camaro,28/02/2022,60979
Kia,Picanto,17/08/2019,60544
Chevrolet,Camaro,02/02/2022,99669
Chevrolet,Camaro,09/02/2013,70905
Honda,Accord,18/04/2018,56018
